MSG,data_excel,anno,mese,data,ora,critical_day
PROGRAMMA SERATA: Film- Puntata Radio ( @radiociak ) - Tè caldo...e forse altro film!,4/6/2011,2011,4,6,18,noheat
quinze e trinta e sete.,4/6/2011,2011,4,6,18,noheat
"Se continui a desidere l'inferno, non puoi poi lamentarti del caldo.",4/6/2011,2011,4,6,18,noheat
"Sinceramente preferisco l'inverno all' estate; ho paura delle api, odio le zanzare, non mi piace dormire senza coperta solo perchè fa caldo",4/6/2011,2011,4,6,18,noheat
@alaa2_nasser afa 3lech ya loloti chm lolo ana 3dni 7iach galbi;**,4/6/2011,2011,4,6,19,noheat
@alvaroleme Desfilar em Sete de Setembro!! #TraumasdaEscola,4/6/2011,2011,4,6,19,noheat
"@BiebsBella A me basta che sia un posto dove fa sempre caldo,insomma CALIFORNIA *_*.La pensiamo allo stesso modo *W* <3",4/6/2011,2011,4,6,19,noheat
"@ChemoLozano Alma, puro pollo, el caldo qué!",4/6/2011,2011,4,6,19,noheat
@chicca1982 a me piace la bianca ;) e poi sarà un caldo che si muore quindi + chiara sei e meglio è ;),4/6/2011,2011,4,6,19,noheat
@EleSonrisa ah quindi ogni tanto esci senza?magari adesso che fa più caldo...ma si nota se una é senza?,4/6/2011,2011,4,6,19,noheat
@ElisaPuntini un bagno caldo in una grande casa vuota è un lusso per i sensi! Posso approfittarne ancora per qualche giorno! :-P,4/6/2011,2011,4,6,19,noheat
"@fabfuturist Grazie milleeeeeee!!!!!! Guarda, farò una festa in spiaggia quindi verso i primi di maggio col caldo! Ti tengo aggiornato!! :-)",4/6/2011,2011,4,6,19,noheat
@fatma_ntfa lool afa 3leech 3ad ana t3arfene ma a'3shmr :p ;D,4/6/2011,2011,4,6,19,noheat
@flu72xs @seiosonoio Io lo soffro terribilmente... Patisco il caldo e basta...,4/6/2011,2011,4,6,19,noheat
@flu72xs io riesco a dormire anche con il caldo ahahah @micheletedesco,4/6/2011,2011,4,6,19,noheat
@manfredipomar qualcuno ha detto bagno caldo?????,4/6/2011,2011,4,6,19,noheat
"@micheletedesco io invece d'estate se fa troppo caldo resto sveglia, mi guardo un film o dormo a terra ahahah @flu72xs",4/6/2011,2011,4,6,19,noheat
@mizaiin looooool afa 3alliich *NORA* *NORA* Lii bacher !! Bs ad3ay enaa al Link allii dazitily eyah yafataa7 ;p,4/6/2011,2011,4,6,19,noheat
@nataliacavalli giacchè.ma a voi non vi dà di schiavitù il reggiseno col caldo?(e lì si eviterebbe il problema sfilamento) @EleSonrisa,4/6/2011,2011,4,6,19,noheat
@peppecionas vado nell lettino caldo u.u,4/6/2011,2011,4,6,19,noheat
@saraSmashPump te lo giuro. Ho amici assurdi. Il dubbio ieri era mi metto il cilindro? E se fa caldo? Mi porto il parasole. Io così :O,4/6/2011,2011,4,6,19,noheat
@thatsrobbi eh insomma un pò stancante non mi sn sentita bene soffro il caldo e diciamo che m si è abbassata la pressione =(,4/6/2011,2011,4,6,19,noheat
"@VoloBlu Troppo caldo, all'improvviso: potrei stare meglio. Tu?",4/6/2011,2011,4,6,19,noheat
"È arrivato il caldo, tempo di motorino e di qualche idea per un casco che non passa inosservato... http://fb.me/Uviodqzx",4/6/2011,2011,4,6,19,noheat
caldo de bola para mi :D,4/6/2011,2011,4,6,19,noheat
Cercando di trovare persone con interessi simili alle tue?http://tinyurl.com/find-friends-for-android [ anni ancora caldo ],4/6/2011,2011,4,6,19,noheat
che caldo! voglia di una merenda fresca?? http://fb.me/X3wSCOzh,4/6/2011,2011,4,6,19,noheat
CIAFAOFO AFA TUFUTTIFI ! (RT se parli il farfallese XD),4/6/2011,2011,4,6,19,noheat
"Diciamo che le cuffione per l'ipod fanno caldo, prima o poi sarei dovuto tornare a quelle cinese da 2euri. #rip #giovanevitastroncata",4/6/2011,2011,4,6,19,noheat
Guarda questo video -- Zucchero - un soffio caldo http://t.co/YCvmsCA via @youtube,4/6/2011,2011,4,6,19,noheat
"oggi 100 km in moto, si viaggia bene, però al pomeriggio fa caldo.",4/6/2011,2011,4,6,19,noheat
Oggi non ho fatto altro che bene D: ho sempre sete .___.,4/6/2011,2011,4,6,19,noheat
"Una tazza di Nesquik e un bel bagno caldo. Insomma, una vita da viveur non troppo mondano :-P",4/6/2011,2011,4,6,19,noheat
Vado a farmi un tè caldo <3,4/6/2011,2011,4,6,19,noheat
voltei da aula de guitarra e passei na sete (:,4/6/2011,2011,4,6,19,noheat
Caldo Americano | YoungObservers -- http://t.co/4mnIOxn,4/6/2011,2011,4,6,20,noheat
@aazureblind si si comprendo u.u sto morendo di caldo *lo so che non ti interessa u.u*,4/6/2011,2011,4,6,20,noheat
"@boysdontcry86 @Mauricio_Ichigo Ah, isso. Sete... por ai. *-*",4/6/2011,2011,4,6,20,noheat
@BruSaccone hoje as sete na @zanchettacamily *-*,4/6/2011,2011,4,6,20,noheat
@CarollineBs umas sete e meia da noite,4/6/2011,2011,4,6,20,noheat
"@chicca1982 macchè scuse, a me piace la bianca, e poi lo faccio per te...visto che io morirò di caldo... :D",4/6/2011,2011,4,6,20,noheat
@EullerJunior Tamo  junto  paii     vc  esta  ne  sete  lagoas  ?,4/6/2011,2011,4,6,20,noheat
"@KahindraCosplay certo! Quelle sottilette m'hanno messo sete, mi son presa un succhino u_u che bel mix che ho fatto! Voi ancora a cibarvi?",4/6/2011,2011,4,6,20,noheat
@keeehk  bene.... e' arrivato iul caldo :( uff,4/6/2011,2011,4,6,20,noheat
@not_a_star_girl si ma andare a scuola con questo caldo già da aprile non fa venire tanta voglia di studiare :S,4/6/2011,2011,4,6,20,noheat
@Pollycina1980 vedevi che se pioveva fuori ti piaceva di più chi l'ha visto è come le castagne con il caldo ti passa la voglia :\,4/6/2011,2011,4,6,20,noheat
@revyexcel  il mio solo con panno umido caldo... ma li piace farsi pettinare...:D @VoloBlu,4/6/2011,2011,4,6,20,noheat
@sparklingalle ti mando un abbraccio caldo :D waaaa m'è venuta voglia di shopping!,4/6/2011,2011,4,6,20,noheat
"@TamySoares Queda molt partit, però el noi està content: 'gallina vella fa bon caldo ;-)",4/6/2011,2011,4,6,20,noheat
@VanessaCollesel Evviva il caldo! Evviva il caldo! :D,4/6/2011,2011,4,6,20,noheat
"@xmartytorres si, per il caldo ahahah. lo usa come ventilatore e come piscina. io me lo immagino che balla tutte le canzoni ahahah",4/6/2011,2011,4,6,20,noheat
26 °C------ primavera ...finalmente caldo,4/6/2011,2011,4,6,20,noheat
"è più caldo fuori che dentro, i'm going to piazza delle poste #Siena",4/6/2011,2011,4,6,20,noheat
amo questo periodo. Inizia a fare caldo e si sente l'atmosfera della scuola che sta per finire.,4/6/2011,2011,4,6,20,noheat
Comi miojo. Derrubei o caldo na minha perna e no sofá da ba.,4/6/2011,2011,4,6,20,noheat
Dio! Fa moltissimo caldo! Cazzo http://twitpic.com/4hp3l3,4/6/2011,2011,4,6,20,noheat
"HaI fatto la ceretta a caldo,ve'? RT @nataliacavalli: Vado a farmi emo chè ho capito oggi la concezione del dolore",4/6/2011,2011,4,6,20,noheat
Ma che caldo fa! Sto grondando!,4/6/2011,2011,4,6,20,noheat
molto molto caldo cielo pulito finalmente molto bello,4/6/2011,2011,4,6,20,noheat
RT @iTmy92: @VanessaCollesel Evviva il caldo! Evviva il caldo! :D,4/6/2011,2011,4,6,20,noheat
#meteo Meteo Milano 07-04-2011 Cielo sereno. Min: 11  Max: 26. Vento debole da OSO. Quota zero: 3800 m. @darietto105 . Fa caldo.,4/6/2011,2011,4,6,21,noheat
@alexbianchix zio caro fa talmente schifo che mangio patatine per togliermi il gusto. poi mi tornerà sete e andrò in loop :D,4/6/2011,2011,4,6,21,noheat
"@Boss_of_DTCS @LoStRatio @bravebarry @riduc Signore, Signori: m'è venuta sete!!",4/6/2011,2011,4,6,21,noheat
@kinka79 prego! ^_^ buon tè caldo o qualcosa del genere! ne avrei voglia ^^; ma devo andare a ninna presto stasera LOL,4/6/2011,2011,4,6,21,noheat
@Kuroneko87 ghghgh allora poi la leggo. prima vado a bermi qualcosa di caldo. graciass.,4/6/2011,2011,4,6,21,noheat
@negomancini vc deve tá pintando os sete lá hein uehuuheuhe,4/6/2011,2011,4,6,21,noheat
@NickJsShadow_ a me non fa nè caldo e nè freddo ahahah anche tu fai il secondo anno giusto? :D,4/6/2011,2011,4,6,21,noheat
"@valex1989 eh, io fatta alle 16.00 ma col caldo di oggi un'altra la farei",4/6/2011,2011,4,6,21,noheat
"A crise sempre passa, o GALO fica!!! Pra cima Galo! Partiu Sete Lagoas!  #Galo!",4/6/2011,2011,4,6,21,noheat
"Maremma, che parco!: Che giornata meravigliosa! Il sole e il caldo mi mettono di buon umore, se poi ci aggiungo ... http://bit.ly/idf2e9",4/6/2011,2011,4,6,21,noheat
"Mi trasferisco nel mio accogliente lettuccio. Non posso dire caldo perchè c'è il piumino, e quindi è freddo. Vabbè, buonanotte.",4/6/2011,2011,4,6,21,noheat
"Mi viene da ridere, ma mi viene anche un capogiro. Mi sembra pure di avere più caldo. Marco si toglie il Barbour e fa:",4/6/2011,2011,4,6,21,noheat
non so cosa cazzo pensaarreeee neancheee cosa ha lei... perche non mi ha la confidenza... baffanculo caldo!,4/6/2011,2011,4,6,21,noheat
"Notizie 24h : Caldo: Piemonte, bel tempo e temperature vicine ai 30 gradi http://bit.ly/hifi2u",4/6/2011,2011,4,6,21,noheat
"RT @AboutTuscany: RT Maremma, che parco!: Che giornata meravigliosa! Il sole e il caldo mi mettono di buon umore, se poi ci aggiun... http://bit.ly/hBFfN2",4/6/2011,2011,4,6,21,noheat
"RT Maremma, che parco!: Che giornata meravigliosa! Il sole e il caldo mi mettono di buon umore, se poi ci aggiun... http://bit.ly/hBFfN2",4/6/2011,2011,4,6,21,noheat
Situazione Meteo: VALLE D'AOSTA prime chiusure d'impianti per il caldo eccessivo http://dlvr.it/Mh1vP | infometeo24,4/6/2011,2011,4,6,21,noheat
vale ho sete,4/6/2011,2011,4,6,21,noheat
@_jupazetto passa caldo de pimenta..,4/6/2011,2011,4,6,22,noheat
"@_ShaNoe_ boh a me non fa ne caldo ne freddo,nonostante Zayn sia il mio preferito insieme ad Harry può far quel che vuole,la vita è sua :) >",4/6/2011,2011,4,6,22,noheat
@8Sb adizlichiyaha afa 3alaich ;),4/6/2011,2011,4,6,22,noheat
@fegety86 ahahahah brucia + del solito..ed è anche appoggiato sul mio tavolino tattico traspirante xD..boh sarà il caldo xD,4/6/2011,2011,4,6,22,noheat
@fernandamoura95 Você vai pra Sete??,4/6/2011,2011,4,6,22,noheat
@laistussi e @netto_jis escutem offline - sete a um ai e chorem!,4/6/2011,2011,4,6,22,noheat
@marianalenzi sete quartos (7/4),4/6/2011,2011,4,6,22,noheat
"@Yuppu @princess21ssj @fourthalf l'unica con cui fa regolarmente sesso è la pistola per la colla a caldo. Una volta raffreddata, spero.",4/6/2011,2011,4,6,22,noheat
Cand ti-e foame mananca sare sa ti se faca sete...=))),4/6/2011,2011,4,6,22,noheat
cmq ho sete,4/6/2011,2011,4,6,22,noheat
"credo, novela da sete mo pornografica GG KKKKKK",4/6/2011,2011,4,6,22,noheat
"Io non vorrei andare all'università oggi, che caldo",4/6/2011,2011,4,6,22,noheat
"Nel mio lettuccio caldo, a ingiuriare quelli del SNL, mbah me la dormo! Notte a tutti",4/6/2011,2011,4,6,22,noheat
RT @RaullDelle: @laistussi e @netto_jis escutem offline - sete a um ai e chorem!,4/6/2011,2011,4,6,22,noheat
sete e sete,4/6/2011,2011,4,6,22,noheat
"@alanbld Io a dire la verità col caldo sto bene, l'estate è la mia stagione... :)",4/6/2011,2011,4,6,23,noheat
"@alanbld Sì, decisamente piacevole! Poi a me il caldo dà un sacco di energia!",4/6/2011,2011,4,6,23,noheat
"@LucaCBerardi Este livro é dedicado a sete pessoas: a Neil, a Jessica, a David, a Kenzie, a Di, a Anne...",4/6/2011,2011,4,6,23,noheat
"@saggiocoyote si si, da me son venute appena è arrivato il caldo #chegliepossino",4/6/2011,2011,4,6,23,noheat
@saraturchina il caldo all'aperto si. In ufficio come oggi diventa un forno disumano.,4/6/2011,2011,4,6,23,noheat
@tancro ma ce l'hai messo il miele nel latte caldo?,4/6/2011,2011,4,6,23,noheat
@Tuutynascimento dia sete?,4/6/2011,2011,4,6,23,noheat
Gna eat some caldo im dizzy,4/6/2011,2011,4,6,23,noheat
sete <3 no looklet em um minuto D:,4/6/2011,2011,4,6,23,noheat
"Troppo caldo, Monterosa Ski costretti ad anticipare la chiusura degli impianti: Il comprensorio Mo... http://bit.ly/dRAfLm #infovalanghe",4/6/2011,2011,4,6,23,noheat
@_lonerinlove sete?nossa .-.,4/7/2011,2011,4,7,0,heat
"@afightersoul o miojo de caldo de feijão chega perto, hahaha",4/7/2011,2011,4,7,0,heat
@Rangelagre Grande figura. E ai Rangel aprovado o caldo da caridade da Luzia? rsrs....,4/7/2011,2011,4,7,0,heat
Adooooooooro o caldo de rose rs,4/7/2011,2011,4,7,0,heat
"Batti il ferro quando è caldo..ÿÿ&# Qõÿ<(ÿ<ÿe""ÿe)",4/7/2011,2011,4,7,0,heat
"CALDO E FRIA, CALDO E FRIA, CALDO E FRIA, CALDO E FRIA, CALDO E FRIA, CALDO E FRIA, CALDO E FRIA, CALDO E FRIA, CALDO E FRIA ... =/",4/7/2011,2011,4,7,0,heat
eduuardoluiz: http://tumblr.com/xak20tt4zg,4/7/2011,2011,4,7,0,heat
eduuardoluiz: http://tumblr.com/xed20tvzyq,4/7/2011,2011,4,7,0,heat
gente vamo na le pecatto dia sete de maio uhullll,4/7/2011,2011,4,7,0,heat
"medicinske sestre u penziji stipam dok zajedno cekamo semafor, da se sete dobrih starih dana iz doma veterana",4/7/2011,2011,4,7,0,heat
Que lindo que vc é Afá!!!#sohappy,4/7/2011,2011,4,7,0,heat
"voltei, já terminei o bicho de sete cabeças",4/7/2011,2011,4,7,0,heat
@JuhCaoli até que qnd ele era novinho ele dava um caldo! AHIEHAIEHAIUHE :D,4/7/2011,2011,4,7,1,heat
@L_tessuto sete *_* HAUAHUAUA,4/7/2011,2011,4,7,1,heat
@sandrobarbosa Azedou o Caldo na Colina!!!,4/7/2011,2011,4,7,1,heat
Caldo! Caldo! Caldo! (Léase con acento italiano),4/7/2011,2011,4,7,1,heat
comendo passatempo junior e bebendo caldo,4/7/2011,2011,4,7,1,heat
Cosi caldo oggi :(,4/7/2011,2011,4,7,1,heat
eduuardoluiz: http://tumblr.com/xjp20u64pp,4/7/2011,2011,4,7,1,heat
I favorited a YouTube video -- Elói Kruger avalia o Sete de Setembro http://youtu.be/mxEniWutr64?a,4/7/2011,2011,4,7,1,heat
mae chega causado afa,4/7/2011,2011,4,7,1,heat
Pintou o SETE numa tela azul.,4/7/2011,2011,4,7,1,heat
q rico caldo de salchicha! Me enknta!,4/7/2011,2011,4,7,1,heat
QUASE DIA SETE DE ABRIL. (LLLLLLLL),4/7/2011,2011,4,7,1,heat
RT @thaissousa_: QUASE DIA SETE DE ABRIL. (LLLLLLLL),4/7/2011,2011,4,7,1,heat
"@MC_GI é... Sete de Abril, privilégios pra poucos. :D",4/7/2011,2011,4,7,2,heat
@natali_q SETE MESES. (L),4/7/2011,2011,4,7,2,heat
Caldo de potatoes for dinner haha,4/7/2011,2011,4,7,2,heat
Pazzo..molto caldo d'oggi..,4/7/2011,2011,4,7,2,heat
"Perturbazione : Aprile, caldo record in città Il picco nel week-end - Il Resto del Carlino http://uxp.in/32886855",4/7/2011,2011,4,7,2,heat
"Sono in autostrada ce' caldo RT @CitraMahanisa: Sì, anch io lo sento.. caldo caldo caldo RT @toelmaldini Pazzo..molto caldo d'oggi..",4/7/2011,2011,4,7,2,heat
Trinta e sete.,4/7/2011,2011,4,7,2,heat
Xiiii o caldo engrossando no caldeirão da vila!,4/7/2011,2011,4,7,2,heat
#Afa es una #Chimba  @teammessi10 lo confirma,4/7/2011,2011,4,7,3,heat
@camilaravanelli Guardarei comigo a sete chaves esse seu segredo musical !,4/7/2011,2011,4,7,3,heat
@empirebmx CCL > AFA card,4/7/2011,2011,4,7,3,heat
"Bhakekok !!!! @Aanxdelarocha: Molto sekali bilas@CitraMahanisa: Sì, anch io lo sento.. caldo  RT @toelmaldini Pazzo..molto caldo d'oggi..",4/7/2011,2011,4,7,3,heat
Boa noite .. 1 ano e sete uhuuuuuulll #070411,4/7/2011,2011,4,7,3,heat
Cena in stile italiano del nord durante una fredda notte invernale: latte caldo con cereali,4/7/2011,2011,4,7,3,heat
"Molto sekali bilas@CitraMahanisa: Sì, anch io lo sento.. caldo caldo caldo RT @toelmaldini Pazzo..molto caldo d'oggi..",4/7/2011,2011,4,7,3,heat
oggi c'e il sole e caldo. Vogliono fare un picnic con mia cane.e poi guardare iciliegi in fiora. &0j0ü0“0f0,4/7/2011,2011,4,7,3,heat
RT @gle_gley: Adooooooooro o caldo de rose rs,4/7/2011,2011,4,7,3,heat
RT @valenterafaela: Boa noite .. 1 ano e sete uhuuuuuulll #070411,4/7/2011,2011,4,7,3,heat
Sono così caldo!!,4/7/2011,2011,4,7,3,heat
El Blog de Sete: Gob apunta al lavado de dinero http://t.co/NBe4m14,4/7/2011,2011,4,7,4,heat
"GOOODD MORNINNNGGG BELLAARIIIAAAAA!!!!!! sole e caldo in aumento, l'estate sembra sempre azzurra eppur ci sono... http://fb.me/wQAqWiP7",4/7/2011,2011,4,7,4,heat
marcou como favorito Os Sete http://bit.ly/cKbHnf #skoob,4/7/2011,2011,4,7,4,heat
"Non guardarmi adesso amore, sono stanco... perchè ho sete ancora &k",4/7/2011,2011,4,7,4,heat
RT @jmontobbio El Blog de Sete: Gob apunta al lavado de dinero http://t.co/NBe4m14,4/7/2011,2011,4,7,4,heat
RT @jmontobbio: El Blog de Sete: Gob apunta al lavado de dinero http://t.co/NBe4m14,4/7/2011,2011,4,7,4,heat
@coscuelprincipe coscuu sete quiereee de gratis!!,4/7/2011,2011,4,7,5,heat
@xcrosstheworld già! 2 mesi ancora più o meno! Ma anche a me sembra troppo estate con questo sole e questo caldo!!,4/7/2011,2011,4,7,5,heat
[Meteo] [Alto Adige] Previsione per oggi giovedì 07 aprile 2011 : Soleggiato e caldo: Situazione generaleLe Alpi... http://bit.ly/gVtAAn,4/7/2011,2011,4,7,5,heat
"Eai gata, da um caldo ai? :9 (@dancacmigo12 live on http://twitcam.com/4eyxw)",4/7/2011,2011,4,7,5,heat
"Sepang, Preview: Tutti contro la Red Bull fra le incognite del meteo: Si scrive Sepang, si legge caldo infernale... http://bit.ly/h9iCFU",4/7/2011,2011,4,7,5,heat
"Voi che vivete sicuri nelle vostre tiepide case, voi che trovate tornando a sera il cibo caldo e visi amici, considerate se questo è un uomo",4/7/2011,2011,4,7,5,heat
@IN_WONDER_75 vuoi anche un cappoccio caldo con latte tiepido e poca schiuma??,4/7/2011,2011,4,7,6,heat
@MicheleCiotti il bagno lo potevo fare eccome!!!!!!!! C'è un caldo meraviglioso qui! Da due settimane ormai si fa il bagno!!!,4/7/2011,2011,4,7,6,heat
 @Valeriotta_: Il caldo che non sta facendo su questa metropolitana.#help ,4/7/2011,2011,4,7,6,heat
Buongiorno a tutti ancora dal caldo delle lenzuola. È uno di quei giorni che vorrei passasse il più in fretta possibile.,4/7/2011,2011,4,7,6,heat
cuel es la esposa del caldo??? (@__Jhonniiee__ live on http://twitcam.com/4ezjq),4/7/2011,2011,4,7,6,heat
"Dac este flmînd vrjma_ul tu, d -i pîne s mnînce, dc -i este sete, d -i ap s bea. http://bible.us/Prov25.21.RMNN",4/7/2011,2011,4,7,6,heat
"E' un caldo estivo, meraviglia! #buongiorno #online",4/7/2011,2011,4,7,6,heat
non é possibile che faccia già caldo alle 8 di mattina..,4/7/2011,2011,4,7,6,heat
"pitza,uindols xis pê,uindos sete,emi éssi ene by @alluap_ kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",4/7/2011,2011,4,7,6,heat
RT @sostenibile: Nuove stufe a legna per un caldo più sostenibile http://nblo.gs/gkzwi,4/7/2011,2011,4,7,6,heat
"@AllRiseSilver oltre al fatto che il vestitino è orrendo ed è abbinato a quella tua tuta, però :D caro gliela metti ora che fa più caldo?",4/7/2011,2011,4,7,7,heat
@BabiModena tutto bene grazie e tu? finalmente un po' di sole e caldo...,4/7/2011,2011,4,7,7,heat
"@diavolettomi buondì Roberto ;))......viva il caldo,viva l'estate!!!",4/7/2011,2011,4,7,7,heat
@Irlandese1976 infatti basta i -15 gradi invernali godiamoci il caldo e le Manite calcistiche ahahah,4/7/2011,2011,4,7,7,heat
@Luchino666 @Adriano_Barone eheh no perché sembra che tutti si siano appena alzati per il caldo nella tenda e stiano andando in bagno.,4/7/2011,2011,4,7,7,heat
@Parsiecs io come mi ci innervosisco!!! finestre spalancate e tutta l'afa che entra! sgrunt,4/7/2011,2011,4,7,7,heat
"@toccodizenzero ma come? vuoi mettere uno stand in Fiera a Verona con il caldo e la ressa!!..altro che piscine, vigne e  #barbera2 ;-)",4/7/2011,2011,4,7,7,heat
_ c'ho sete ed il fiatone.Mannaggia le corse per arriva' in Uni ed trovarsi la Lezione gia' iniziata. Le madonne del primo di'!  #buongiorno,4/7/2011,2011,4,7,7,heat
"Campagna pubblicitaria Levi s Red Tab primavera-estate 2011: Sole, spiaggia, sabbia, caldo &.l & http://goo.gl/fb/3513x",4/7/2011,2011,4,7,7,heat
"domande amletiche in ufficio: meglio un culo caldo in panza o una panza calda in culo??? Alti livelli, sì. Altissimi ;)",4/7/2011,2011,4,7,7,heat
"IO LA UCCIDERO' di Federico Razzoli - Dopo quasi due ore di fila, caldo e sudore, finalmente arrivai allo... http://fb.me/E9NLj8OZ",4/7/2011,2011,4,7,7,heat
"IO LA UCCIDERO' di Federico Razzoli - Dopo quasi due ore di fila, caldo e sudore, finalmente arrivai allo... http://fb.me/TqDsy85Q",4/7/2011,2011,4,7,7,heat
Iran: mercato degli zincati a caldo in crescita dopo la fine delle festività: L'alto tasso di inflazione e il ta... http://bit.ly/hIIKyG,4/7/2011,2011,4,7,7,heat
"L' università che si allaga ad aprile, quando c'è un caldo assurdo mi mancava... #poverinoi",4/7/2011,2011,4,7,7,heat
Menomale che oggi doveva esser caldo...Del sole non vedo neanche l'ombra :(,4/7/2011,2011,4,7,7,heat
Oggi e il caldo.,4/7/2011,2011,4,7,7,heat
Oggi si prevede un caldo molto afoso... Ufff!! a a ,4/7/2011,2011,4,7,7,heat
per la cronaca...fa piu caldo a Roma che in Africa,4/7/2011,2011,4,7,7,heat
